date,code_region,categorie,defm,libelle_region
1996-01,11,A,605900,Île-de-France
1996-01,11,B,45e3,Île-de-France
1996-01,11,C,53300,Île-de-France
1996-01,11,D,34500,Île-de-France
1996-01,11,E,20300,Île-de-France
1996-01,24,A,119200,Centre-Val de Loire
1996-01,24,B,13800,Centre-Val de Loire
1996-01,24,C,15200,Centre-Val de Loire
1996-01,24,D,6700,Centre-Val de Loire
1996-01,24,E,7700,Centre-Val de Loire
1996-01,27,A,128800,Bourgogne-Franche-Comté
1996-01,27,B,13400,Bourgogne-Franche-Comté
1996-01,27,C,14100,Bourgogne-Franche-Comté
1996-01,27,D,5800,Bourgogne-Franche-Comté
1996-01,27,E,12400,Bourgogne-Franche-Comté
1996-01,28,A,190800,Normandie
1996-01,28,B,18200,Normandie
1996-01,28,C,18e3,Normandie
1996-01,28,D,12500,Normandie
1996-01,28,E,14200,Normandie
1996-01,32,A,377500,Nord-Pas-de-Calais-Picardie
1996-01,32,B,28200,Nord-Pas-de-Calais-Picardie
1996-01,32,C,27400,Nord-Pas-de-Calais-Picardie
1996-01,32,D,18600,Nord-Pas-de-Calais-Picardie
1996-01,32,E,21100,Nord-Pas-de-Calais-Picardie
1996-01,44,A,252100,Alsace-Champagne-Ardenne-Lorraine
1996-01,44,B,24600,Alsace-Champagne-Ardenne-Lorraine
1996-01,44,C,22100,Alsace-Champagne-Ardenne-Lorraine
1996-01,44,D,12800,Alsace-Champagne-Ardenne-Lorraine
1996-01,44,E,19e3,Alsace-Champagne-Ardenne-Lorraine
1996-01,52,A,168e3,Pays de la Loire
1996-01,52,B,24200,Pays de la Loire
1996-01,52,C,23500,Pays de la Loire
1996-01,52,D,10200,Pays de la Loire
1996-01,52,E,11200,Pays de la Loire
1996-01,53,A,136400,Bretagne
1996-01,53,B,17700,Bretagne
1996-01,53,C,17700,Bretagne
1996-01,53,D,10200,Bretagne
1996-01,53,E,8800,Bretagne
1996-01,75,A,282700,Aquitaine-Limousin-Poitou-Charentes
1996-01,75,B,34300,Aquitaine-Limousin-Poitou-Charentes
1996-01,75,C,33700,Aquitaine-Limousin-Poitou-Charentes
1996-01,75,D,15900,Aquitaine-Limousin-Poitou-Charentes
1996-01,75,E,25e3,Aquitaine-Limousin-Poitou-Charentes
1996-01,76,A,297300,Languedoc-Roussillon-Midi-Pyrénées
1996-01,76,B,25700,Languedoc-Roussillon-Midi-Pyrénées
1996-01,76,C,27800,Languedoc-Roussillon-Midi-Pyrénées
1996-01,76,D,16200,Languedoc-Roussillon-Midi-Pyrénées
1996-01,76,E,23300,Languedoc-Roussillon-Midi-Pyrénées
1996-01,84,A,342500,Auvergne-Rhône-Alpes
1996-01,84,B,23600,Auvergne-Rhône-Alpes
1996-01,84,C,29e3,Auvergne-Rhône-Alpes
1996-01,84,D,17200,Auvergne-Rhône-Alpes
1996-01,84,E,27600,Auvergne-Rhône-Alpes
1996-01,93,A,17e4,Provence-Alpes-Côte d'Azur
1996-01,93,B,11700,Provence-Alpes-Côte d'Azur
1996-01,93,C,11200,Provence-Alpes-Côte d'Azur
1996-01,93,D,6200,Provence-Alpes-Côte d'Azur
1996-01,93,E,6600,Provence-Alpes-Côte d'Azur
1996-01,94,A,15700,Corse
1996-01,94,B,300,Corse
1996-01,94,C,300,Corse
1996-01,94,D,700,Corse
1996-01,94,E,600,Corse
1996-01,NA,A,168600,NA
1996-01,NA,B,9800,NA
1996-01,NA,C,12800,NA
1996-01,NA,D,7200,NA
1996-01,NA,E,6300,NA
1996-02,11,A,601200,Île-de-France
1996-02,11,B,45700,Île-de-France
1996-02,11,C,55400,Île-de-France
1996-02,11,D,36500,Île-de-France
1996-02,11,E,20400,Île-de-France
1996-02,24,A,118100,Centre-Val de Loire
1996-02,24,B,14e3,Centre-Val de Loire
1996-02,24,C,15400,Centre-Val de Loire
1996-02,24,D,7e3,Centre-Val de Loire
1996-02,24,E,7600,Centre-Val de Loire
1996-02,27,A,127e3,Bourgogne-Franche-Comté
1996-02,27,B,14e3,Bourgogne-Franche-Comté
1996-02,27,C,15e3,Bourgogne-Franche-Comté
1996-02,27,D,6100,Bourgogne-Franche-Comté
1996-02,27,E,12400,Bourgogne-Franche-Comté
1996-02,28,A,189100,Normandie
1996-02,28,B,18500,Normandie
1996-02,28,C,18600,Normandie
1996-02,28,D,13100,Normandie
1996-02,28,E,13600,Normandie
1996-02,32,A,375900,Nord-Pas-de-Calais-Picardie
1996-02,32,B,28400,Nord-Pas-de-Calais-Picardie
1996-02,32,C,28300,Nord-Pas-de-Calais-Picardie
1996-02,32,D,19500,Nord-Pas-de-Calais-Picardie
1996-02,32,E,21100,Nord-Pas-de-Calais-Picardie
1996-02,44,A,250800,Alsace-Champagne-Ardenne-Lorraine
1996-02,44,B,24700,Alsace-Champagne-Ardenne-Lorraine
1996-02,44,C,22500,Alsace-Champagne-Ardenne-Lorraine
1996-02,44,D,13200,Alsace-Champagne-Ardenne-Lorraine
1996-02,44,E,18900,Alsace-Champagne-Ardenne-Lorraine
1996-02,52,A,162400,Pays de la Loire
1996-02,52,B,24400,Pays de la Loire
1996-02,52,C,24400,Pays de la Loire
1996-02,52,D,10700,Pays de la Loire
1996-02,52,E,10900,Pays de la Loire
1996-02,53,A,132300,Bretagne
1996-02,53,B,18e3,Bretagne
1996-02,53,C,18400,Bretagne
1996-02,53,D,10200,Bretagne
1996-02,53,E,8400,Bretagne
1996-02,75,A,278100,Aquitaine-Limousin-Poitou-Charentes
1996-02,75,B,34200,Aquitaine-Limousin-Poitou-Charentes
1996-02,75,C,35600,Aquitaine-Limousin-Poitou-Charentes
1996-02,75,D,16600,Aquitaine-Limousin-Poitou-Charentes
1996-02,75,E,24700,Aquitaine-Limousin-Poitou-Charentes
1996-02,76,A,291400,Languedoc-Roussillon-Midi-Pyrénées
1996-02,76,B,26100,Languedoc-Roussillon-Midi-Pyrénées
1996-02,76,C,28700,Languedoc-Roussillon-Midi-Pyrénées
1996-02,76,D,17700,Languedoc-Roussillon-Midi-Pyrénées
1996-02,76,E,22600,Languedoc-Roussillon-Midi-Pyrénées
1996-02,84,A,337200,Auvergne-Rhône-Alpes
1996-02,84,B,24200,Auvergne-Rhône-Alpes
1996-02,84,C,30400,Auvergne-Rhône-Alpes
1996-02,84,D,16600,Auvergne-Rhône-Alpes
1996-02,84,E,27600,Auvergne-Rhône-Alpes
1996-02,93,A,168100,Provence-Alpes-Côte d'Azur
1996-02,93,B,11900,Provence-Alpes-Côte d'Azur
1996-02,93,C,12200,Provence-Alpes-Côte d'Azur
1996-02,93,D,6400,Provence-Alpes-Côte d'Azur
1996-02,93,E,6400,Provence-Alpes-Côte d'Azur
1996-02,94,A,15900,Corse
1996-02,94,B,300,Corse
1996-02,94,C,200,Corse
1996-02,94,D,700,Corse
1996-02,94,E,600,Corse
1996-02,NA,A,167400,NA
1996-02,NA,B,10100,NA
1996-02,NA,C,13800,NA
1996-02,NA,D,7500,NA
1996-02,NA,E,6e3,NA
1996-03,11,A,588900,Île-de-France
1996-03,11,B,47300,Île-de-France
1996-03,11,C,59200,Île-de-France
1996-03,11,D,36800,Île-de-France
1996-03,11,E,19900,Île-de-France
1996-03,24,A,114300,Centre-Val de Loire
1996-03,24,B,14300,Centre-Val de Loire
1996-03,24,C,16800,Centre-Val de Loire
1996-03,24,D,7200,Centre-Val de Loire
1996-03,24,E,7800,Centre-Val de Loire
1996-03,27,A,122700,Bourgogne-Franche-Comté
1996-03,27,B,14500,Bourgogne-Franche-Comté
1996-03,27,C,16300,Bourgogne-Franche-Comté
1996-03,27,D,6100,Bourgogne-Franche-Comté
1996-03,27,E,12200,Bourgogne-Franche-Comté
1996-03,28,A,182100,Normandie
1996-03,28,B,19200,Normandie
1996-03,28,C,21100,Normandie
1996-03,28,D,13700,Normandie
1996-03,28,E,13300,Normandie
1996-03,32,A,368900,Nord-Pas-de-Calais-Picardie
1996-03,32,B,28100,Nord-Pas-de-Calais-Picardie
1996-03,32,C,29500,Nord-Pas-de-Calais-Picardie
1996-03,32,D,20200,Nord-Pas-de-Calais-Picardie
1996-03,32,E,21200,Nord-Pas-de-Calais-Picardie
1996-03,44,A,241400,Alsace-Champagne-Ardenne-Lorraine
1996-03,44,B,25400,Alsace-Champagne-Ardenne-Lorraine
1996-03,44,C,24500,Alsace-Champagne-Ardenne-Lorraine
1996-03,44,D,13400,Alsace-Champagne-Ardenne-Lorraine
1996-03,44,E,19e3,Alsace-Champagne-Ardenne-Lorraine
1996-03,52,A,155800,Pays de la Loire
1996-03,52,B,25100,Pays de la Loire
1996-03,52,C,27400,Pays de la Loire
1996-03,52,D,11400,Pays de la Loire
1996-03,52,E,11300,Pays de la Loire
1996-03,53,A,126900,Bretagne
1996-03,53,B,18300,Bretagne
1996-03,53,C,20700,Bretagne
1996-03,53,D,10900,Bretagne
1996-03,53,E,8400,Bretagne
1996-03,75,A,268400,Aquitaine-Limousin-Poitou-Charentes
1996-03,75,B,35500,Aquitaine-Limousin-Poitou-Charentes
1996-03,75,C,39100,Aquitaine-Limousin-Poitou-Charentes
1996-03,75,D,17100,Aquitaine-Limousin-Poitou-Charentes
1996-03,75,E,25100,Aquitaine-Limousin-Poitou-Charentes
1996-03,76,A,284800,Languedoc-Roussillon-Midi-Pyrénées
1996-03,76,B,26200,Languedoc-Roussillon-Midi-Pyrénées
1996-03,76,C,31900,Languedoc-Roussillon-Midi-Pyrénées
1996-03,76,D,19e3,Languedoc-Roussillon-Midi-Pyrénées
1996-03,76,E,22800,Languedoc-Roussillon-Midi-Pyrénées
1996-03,84,A,329400,Auvergne-Rhône-Alpes
1996-03,84,B,24300,Auvergne-Rhône-Alpes
1996-03,84,C,33200,Auvergne-Rhône-Alpes
1996-03,84,D,17300,Auvergne-Rhône-Alpes
1996-03,84,E,27300,Auvergne-Rhône-Alpes
1996-03,93,A,163900,Provence-Alpes-Côte d'Azur
1996-03,93,B,12100,Provence-Alpes-Côte d'Azur
1996-03,93,C,13e3,Provence-Alpes-Côte d'Azur
1996-03,93,D,6600,Provence-Alpes-Côte d'Azur
1996-03,93,E,6300,Provence-Alpes-Côte d'Azur
1996-03,94,A,15600,Corse
1996-03,94,B,300,Corse
1996-03,94,C,200,Corse
1996-03,94,D,700,Corse
1996-03,94,E,600,Corse
1996-03,NA,A,164500,NA
1996-03,NA,B,10400,NA
1996-03,NA,C,14600,NA
1996-03,NA,D,7700,NA
1996-03,NA,E,5900,NA
1996-04,11,A,577200,Île-de-France
1996-04,11,B,45500,Île-de-France
1996-04,11,C,58700,Île-de-France
1996-04,11,D,38800,Île-de-France
1996-04,11,E,19500,Île-de-France
1996-04,24,A,110100,Centre-Val de Loire
1996-04,24,B,14400,Centre-Val de Loire
1996-04,24,C,18300,Centre-Val de Loire
1996-04,24,D,7400,Centre-Val de Loire
1996-04,24,E,7900,Centre-Val de Loire
1996-04,27,A,118400,Bourgogne-Franche-Comté
1996-04,27,B,14300,Bourgogne-Franche-Comté
1996-04,27,C,16900,Bourgogne-Franche-Comté
1996-04,27,D,6400,Bourgogne-Franche-Comté
1996-04,27,E,12100,Bourgogne-Franche-Comté
1996-04,28,A,176500,Normandie
1996-04,28,B,19400,Normandie
1996-04,28,C,23100,Normandie
1996-04,28,D,13900,Normandie
1996-04,28,E,13700,Normandie
1996-04,32,A,359500,Nord-Pas-de-Calais-Picardie
1996-04,32,B,28900,Nord-Pas-de-Calais-Picardie
1996-04,32,C,33e3,Nord-Pas-de-Calais-Picardie
1996-04,32,D,21200,Nord-Pas-de-Calais-Picardie
1996-04,32,E,21500,Nord-Pas-de-Calais-Picardie
1996-04,44,A,235100,Alsace-Champagne-Ardenne-Lorraine
1996-04,44,B,25700,Alsace-Champagne-Ardenne-Lorraine
1996-04,44,C,26100,Alsace-Champagne-Ardenne-Lorraine
1996-04,44,D,14600,Alsace-Champagne-Ardenne-Lorraine
1996-04,44,E,19100,Alsace-Champagne-Ardenne-Lorraine
1996-04,52,A,147100,Pays de la Loire
1996-04,52,B,25e3,Pays de la Loire
1996-04,52,C,3e4,Pays de la Loire
1996-04,52,D,11400,Pays de la Loire
1996-04,52,E,11600,Pays de la Loire
1996-04,53,A,119100,Bretagne
1996-04,53,B,17900,Bretagne
1996-04,53,C,23e3,Bretagne
1996-04,53,D,10900,Bretagne
1996-04,53,E,8200,Bretagne
1996-04,75,A,255800,Aquitaine-Limousin-Poitou-Charentes
1996-04,75,B,36200,Aquitaine-Limousin-Poitou-Charentes
1996-04,75,C,43200,Aquitaine-Limousin-Poitou-Charentes
1996-04,75,D,17900,Aquitaine-Limousin-Poitou-Charentes
1996-04,75,E,25100,Aquitaine-Limousin-Poitou-Charentes
1996-04,76,A,274600,Languedoc-Roussillon-Midi-Pyrénées
1996-04,76,B,27100,Languedoc-Roussillon-Midi-Pyrénées
1996-04,76,C,33600,Languedoc-Roussillon-Midi-Pyrénées
1996-04,76,D,2e4,Languedoc-Roussillon-Midi-Pyrénées
1996-04,76,E,22700,Languedoc-Roussillon-Midi-Pyrénées
1996-04,84,A,324200,Auvergne-Rhône-Alpes
1996-04,84,B,23600,Auvergne-Rhône-Alpes
1996-04,84,C,33700,Auvergne-Rhône-Alpes
1996-04,84,D,18300,Auvergne-Rhône-Alpes
1996-04,84,E,27200,Auvergne-Rhône-Alpes
1996-04,93,A,158e3,Provence-Alpes-Côte d'Azur
1996-04,93,B,12100,Provence-Alpes-Côte d'Azur
1996-04,93,C,13700,Provence-Alpes-Côte d'Azur
1996-04,93,D,6600,Provence-Alpes-Côte d'Azur
1996-04,93,E,6200,Provence-Alpes-Côte d'Azur
1996-04,94,A,15e3,Corse
1996-04,94,B,300,Corse
1996-04,94,C,300,Corse
1996-04,94,D,800,Corse
1996-04,94,E,700,Corse
1996-04,NA,A,160900,NA
1996-04,NA,B,1e4,NA
1996-04,NA,C,15700,NA
1996-04,NA,D,7900,NA
1996-04,NA,E,5800,NA
1996-05,11,A,573500,Île-de-France
1996-05,11,B,45600,Île-de-France
1996-05,11,C,58700,Île-de-France
1996-05,11,D,38200,Île-de-France
1996-05,11,E,19400,Île-de-France
1996-05,24,A,107800,Centre-Val de Loire
1996-05,24,B,14300,Centre-Val de Loire
1996-05,24,C,18500,Centre-Val de Loire
1996-05,24,D,7100,Centre-Val de Loire
1996-05,24,E,7900,Centre-Val de Loire
1996-05,27,A,117500,Bourgogne-Franche-Comté
1996-05,27,B,14e3,Bourgogne-Franche-Comté
1996-05,27,C,17600,Bourgogne-Franche-Comté
1996-05,27,D,5900,Bourgogne-Franche-Comté
1996-05,27,E,12100,Bourgogne-Franche-Comté
1996-05,28,A,174500,Normandie
1996-05,28,B,19200,Normandie
1996-05,28,C,23400,Normandie
1996-05,28,D,12900,Normandie
1996-05,28,E,13600,Normandie
1996-05,32,A,355300,Nord-Pas-de-Calais-Picardie
1996-05,32,B,28300,Nord-Pas-de-Calais-Picardie
1996-05,32,C,33600,Nord-Pas-de-Calais-Picardie
1996-05,32,D,20700,Nord-Pas-de-Calais-Picardie
1996-05,32,E,21600,Nord-Pas-de-Calais-Picardie
1996-05,44,A,231400,Alsace-Champagne-Ardenne-Lorraine
1996-05,44,B,25e3,Alsace-Champagne-Ardenne-Lorraine
1996-05,44,C,26900,Alsace-Champagne-Ardenne-Lorraine
1996-05,44,D,13500,Alsace-Champagne-Ardenne-Lorraine
1996-05,44,E,18900,Alsace-Champagne-Ardenne-Lorraine
1996-05,52,A,144700,Pays de la Loire
1996-05,52,B,23600,Pays de la Loire
1996-05,52,C,29400,Pays de la Loire
1996-05,52,D,10900,Pays de la Loire
1996-05,52,E,11300,Pays de la Loire
1996-05,53,A,117600,Bretagne
1996-05,53,B,16100,Bretagne
1996-05,53,C,21200,Bretagne
1996-05,53,D,10200,Bretagne
1996-05,53,E,8100,Bretagne
1996-05,75,A,250600,Aquitaine-Limousin-Poitou-Charentes
1996-05,75,B,35100,Aquitaine-Limousin-Poitou-Charentes
1996-05,75,C,43600,Aquitaine-Limousin-Poitou-Charentes
1996-05,75,D,17300,Aquitaine-Limousin-Poitou-Charentes
1996-05,75,E,25200,Aquitaine-Limousin-Poitou-Charentes
1996-05,76,A,270100,Languedoc-Roussillon-Midi-Pyrénées
1996-05,76,B,26700,Languedoc-Roussillon-Midi-Pyrénées
1996-05,76,C,33800,Languedoc-Roussillon-Midi-Pyrénées
1996-05,76,D,19e3,Languedoc-Roussillon-Midi-Pyrénées
1996-05,76,E,23100,Languedoc-Roussillon-Midi-Pyrénées
1996-05,84,A,317700,Auvergne-Rhône-Alpes
1996-05,84,B,24e3,Auvergne-Rhône-Alpes
1996-05,84,C,34500,Auvergne-Rhône-Alpes
1996-05,84,D,17600,Auvergne-Rhône-Alpes
1996-05,84,E,27200,Auvergne-Rhône-Alpes
1996-05,93,A,155e3,Provence-Alpes-Côte d'Azur
1996-05,93,B,11500,Provence-Alpes-Côte d'Azur
1996-05,93,C,13800,Provence-Alpes-Côte d'Azur
1996-05,93,D,6400,Provence-Alpes-Côte d'Azur
1996-05,93,E,6e3,Provence-Alpes-Côte d'Azur
1996-05,94,A,14600,Corse
1996-05,94,B,300,Corse
1996-05,94,C,300,Corse
1996-05,94,D,700,Corse
1996-05,94,E,700,Corse
1996-05,NA,A,159800,NA
1996-05,NA,B,10100,NA
1996-05,NA,C,15200,NA
1996-05,NA,D,7600,NA
1996-05,NA,E,5700,NA
1996-06,11,A,570800,Île-de-France
1996-06,11,B,46200,Île-de-France
1996-06,11,C,58600,Île-de-France
1996-06,11,D,33200,Île-de-France
1996-06,11,E,18900,Île-de-France
1996-06,24,A,106800,Centre-Val de Loire
1996-06,24,B,14700,Centre-Val de Loire
1996-06,24,C,18900,Centre-Val de Loire
1996-06,24,D,5500,Centre-Val de Loire
1996-06,24,E,7600,Centre-Val de Loire
1996-06,27,A,115100,Bourgogne-Franche-Comté
1996-06,27,B,14800,Bourgogne-Franche-Comté
1996-06,27,C,18200,Bourgogne-Franche-Comté
1996-06,27,D,4300,Bourgogne-Franche-Comté
1996-06,27,E,12100,Bourgogne-Franche-Comté
1996-06,28,A,172400,Normandie
1996-06,28,B,20100,Normandie
1996-06,28,C,24800,Normandie
1996-06,28,D,9100,Normandie
1996-06,28,E,13300,Normandie
1996-06,32,A,350900,Nord-Pas-de-Calais-Picardie
1996-06,32,B,30300,Nord-Pas-de-Calais-Picardie
1996-06,32,C,35300,Nord-Pas-de-Calais-Picardie
1996-06,32,D,15500,Nord-Pas-de-Calais-Picardie
1996-06,32,E,21900,Nord-Pas-de-Calais-Picardie
1996-06,44,A,226800,Alsace-Champagne-Ardenne-Lorraine
1996-06,44,B,25700,Alsace-Champagne-Ardenne-Lorraine
1996-06,44,C,28700,Alsace-Champagne-Ardenne-Lorraine
1996-06,44,D,10100,Alsace-Champagne-Ardenne-Lorraine
1996-06,44,E,18800,Alsace-Champagne-Ardenne-Lorraine
1996-06,52,A,144200,Pays de la Loire
1996-06,52,B,24300,Pays de la Loire
1996-06,52,C,30400,Pays de la Loire
1996-06,52,D,8500,Pays de la Loire
1996-06,52,E,11e3,Pays de la Loire
1996-06,53,A,114500,Bretagne
1996-06,53,B,17100,Bretagne
1996-06,53,C,23800,Bretagne
1996-06,53,D,8e3,Bretagne
1996-06,53,E,8e3,Bretagne
1996-06,75,A,244400,Aquitaine-Limousin-Poitou-Charentes
1996-06,75,B,36700,Aquitaine-Limousin-Poitou-Charentes
1996-06,75,C,45300,Aquitaine-Limousin-Poitou-Charentes
1996-06,75,D,13600,Aquitaine-Limousin-Poitou-Charentes
1996-06,75,E,25500,Aquitaine-Limousin-Poitou-Charentes
1996-06,76,A,264300,Languedoc-Roussillon-Midi-Pyrénées
1996-06,76,B,28400,Languedoc-Roussillon-Midi-Pyrénées
1996-06,76,C,35100,Languedoc-Roussillon-Midi-Pyrénées
1996-06,76,D,14200,Languedoc-Roussillon-Midi-Pyrénées
1996-06,76,E,22800,Languedoc-Roussillon-Midi-Pyrénées
1996-06,84,A,315100,Auvergne-Rhône-Alpes
1996-06,84,B,23500,Auvergne-Rhône-Alpes
1996-06,84,C,34100,Auvergne-Rhône-Alpes
1996-06,84,D,14100,Auvergne-Rhône-Alpes
1996-06,84,E,25900,Auvergne-Rhône-Alpes
1996-06,93,A,151e3,Provence-Alpes-Côte d'Azur
1996-06,93,B,12300,Provence-Alpes-Côte d'Azur
1996-06,93,C,13900,Provence-Alpes-Côte d'Azur
1996-06,93,D,4600,Provence-Alpes-Côte d'Azur
1996-06,93,E,6100,Provence-Alpes-Côte d'Azur
1996-06,94,A,14200,Corse
1996-06,94,B,400,Corse
1996-06,94,C,400,Corse
1996-06,94,D,400,Corse
1996-06,94,E,700,Corse
1996-06,NA,A,156900,NA
1996-06,NA,B,10400,NA
1996-06,NA,C,15900,NA
1996-06,NA,D,5800,NA
1996-06,NA,E,5600,NA
1996-07,11,A,587600,Île-de-France
1996-07,11,B,37900,Île-de-France
1996-07,11,C,61500,Île-de-France
1996-07,11,D,24200,Île-de-France
1996-07,11,E,18100,Île-de-France
1996-07,24,A,112200,Centre-Val de Loire
1996-07,24,B,12900,Centre-Val de Loire
1996-07,24,C,20900,Centre-Val de Loire
1996-07,24,D,3600,Centre-Val de Loire
1996-07,24,E,7e3,Centre-Val de Loire
1996-07,27,A,120200,Bourgogne-Franche-Comté
1996-07,27,B,13700,Bourgogne-Franche-Comté
1996-07,27,C,19900,Bourgogne-Franche-Comté
1996-07,27,D,2400,Bourgogne-Franche-Comté
1996-07,27,E,11600,Bourgogne-Franche-Comté
1996-07,28,A,176400,Normandie
1996-07,28,B,18e3,Normandie
1996-07,28,C,29e3,Normandie
1996-07,28,D,5700,Normandie
1996-07,28,E,13300,Normandie
1996-07,32,A,363100,Nord-Pas-de-Calais-Picardie
1996-07,32,B,26100,Nord-Pas-de-Calais-Picardie
1996-07,32,C,42600,Nord-Pas-de-Calais-Picardie
1996-07,32,D,9e3,Nord-Pas-de-Calais-Picardie
1996-07,32,E,21900,Nord-Pas-de-Calais-Picardie
1996-07,44,A,237700,Alsace-Champagne-Ardenne-Lorraine
1996-07,44,B,23500,Alsace-Champagne-Ardenne-Lorraine
1996-07,44,C,31800,Alsace-Champagne-Ardenne-Lorraine
1996-07,44,D,6200,Alsace-Champagne-Ardenne-Lorraine
1996-07,44,E,18500,Alsace-Champagne-Ardenne-Lorraine
1996-07,52,A,152e3,Pays de la Loire
1996-07,52,B,20700,Pays de la Loire
1996-07,52,C,33300,Pays de la Loire
1996-07,52,D,5200,Pays de la Loire
1996-07,52,E,10400,Pays de la Loire
1996-07,53,A,118100,Bretagne
1996-07,53,B,15e3,Bretagne
1996-07,53,C,26300,Bretagne
1996-07,53,D,5400,Bretagne
1996-07,53,E,7700,Bretagne
1996-07,75,A,25e4,Aquitaine-Limousin-Poitou-Charentes
1996-07,75,B,32800,Aquitaine-Limousin-Poitou-Charentes
1996-07,75,C,50500,Aquitaine-Limousin-Poitou-Charentes
1996-07,75,D,7600,Aquitaine-Limousin-Poitou-Charentes
1996-07,75,E,25200,Aquitaine-Limousin-Poitou-Charentes
1996-07,76,A,269800,Languedoc-Roussillon-Midi-Pyrénées
1996-07,76,B,25600,Languedoc-Roussillon-Midi-Pyrénées
1996-07,76,C,40400,Languedoc-Roussillon-Midi-Pyrénées
1996-07,76,D,7500,Languedoc-Roussillon-Midi-Pyrénées
1996-07,76,E,22500,Languedoc-Roussillon-Midi-Pyrénées
1996-07,84,A,320900,Auvergne-Rhône-Alpes
1996-07,84,B,21300,Auvergne-Rhône-Alpes
1996-07,84,C,38600,Auvergne-Rhône-Alpes
1996-07,84,D,8800,Auvergne-Rhône-Alpes
1996-07,84,E,24400,Auvergne-Rhône-Alpes
1996-07,93,A,151200,Provence-Alpes-Côte d'Azur
1996-07,93,B,10800,Provence-Alpes-Côte d'Azur
1996-07,93,C,15500,Provence-Alpes-Côte d'Azur
1996-07,93,D,2700,Provence-Alpes-Côte d'Azur
1996-07,93,E,5900,Provence-Alpes-Côte d'Azur
1996-07,94,A,14100,Corse
1996-07,94,B,200,Corse
1996-07,94,C,400,Corse
1996-07,94,D,300,Corse
1996-07,94,E,700,Corse
1996-07,NA,A,160300,NA
1996-07,NA,B,9100,NA
1996-07,NA,C,17500,NA
1996-07,NA,D,3400,NA
1996-07,NA,E,5500,NA
1996-08,11,A,610300,Île-de-France
1996-08,11,B,37200,Île-de-France
1996-08,11,C,55500,Île-de-France
1996-08,11,D,21200,Île-de-France
1996-08,11,E,17100,Île-de-France
1996-08,24,A,118e3,Centre-Val de Loire
1996-08,24,B,13900,Centre-Val de Loire
1996-08,24,C,18100,Centre-Val de Loire
1996-08,24,D,3200,Centre-Val de Loire
1996-08,24,E,7200,Centre-Val de Loire
1996-08,27,A,125700,Bourgogne-Franche-Comté
1996-08,27,B,14400,Bourgogne-Franche-Comté
1996-08,27,C,18e3,Bourgogne-Franche-Comté
1996-08,27,D,2300,Bourgogne-Franche-Comté
1996-08,27,E,11100,Bourgogne-Franche-Comté
1996-08,28,A,183300,Normandie
1996-08,28,B,19100,Normandie
1996-08,28,C,26900,Normandie
1996-08,28,D,4900,Normandie
1996-08,28,E,12700,Normandie
1996-08,32,A,374700,Nord-Pas-de-Calais-Picardie
1996-08,32,B,27300,Nord-Pas-de-Calais-Picardie
1996-08,32,C,39800,Nord-Pas-de-Calais-Picardie
1996-08,32,D,8100,Nord-Pas-de-Calais-Picardie
1996-08,32,E,21300,Nord-Pas-de-Calais-Picardie
1996-08,44,A,247e3,Alsace-Champagne-Ardenne-Lorraine
1996-08,44,B,25200,Alsace-Champagne-Ardenne-Lorraine
1996-08,44,C,29500,Alsace-Champagne-Ardenne-Lorraine
1996-08,44,D,5800,Alsace-Champagne-Ardenne-Lorraine
1996-08,44,E,18100,Alsace-Champagne-Ardenne-Lorraine
1996-08,52,A,161300,Pays de la Loire
1996-08,52,B,22100,Pays de la Loire
1996-08,52,C,29700,Pays de la Loire
1996-08,52,D,4500,Pays de la Loire
1996-08,52,E,1e4,Pays de la Loire
1996-08,53,A,125200,Bretagne
1996-08,53,B,15600,Bretagne
1996-08,53,C,24400,Bretagne
1996-08,53,D,5e3,Bretagne
1996-08,53,E,7700,Bretagne
1996-08,75,A,260300,Aquitaine-Limousin-Poitou-Charentes
1996-08,75,B,33300,Aquitaine-Limousin-Poitou-Charentes
1996-08,75,C,47e3,Aquitaine-Limousin-Poitou-Charentes
1996-08,75,D,6800,Aquitaine-Limousin-Poitou-Charentes
1996-08,75,E,24400,Aquitaine-Limousin-Poitou-Charentes
1996-08,76,A,281300,Languedoc-Roussillon-Midi-Pyrénées
1996-08,76,B,24900,Languedoc-Roussillon-Midi-Pyrénées
1996-08,76,C,37900,Languedoc-Roussillon-Midi-Pyrénées
1996-08,76,D,6100,Languedoc-Roussillon-Midi-Pyrénées
1996-08,76,E,22e3,Languedoc-Roussillon-Midi-Pyrénées
1996-08,84,A,334700,Auvergne-Rhône-Alpes
1996-08,84,B,22e3,Auvergne-Rhône-Alpes
1996-08,84,C,35e3,Auvergne-Rhône-Alpes
1996-08,84,D,7800,Auvergne-Rhône-Alpes
1996-08,84,E,23300,Auvergne-Rhône-Alpes
1996-08,93,A,155900,Provence-Alpes-Côte d'Azur
1996-08,93,B,10500,Provence-Alpes-Côte d'Azur
1996-08,93,C,14800,Provence-Alpes-Côte d'Azur
1996-08,93,D,2100,Provence-Alpes-Côte d'Azur
1996-08,93,E,5800,Provence-Alpes-Côte d'Azur
1996-08,94,A,14500,Corse
1996-08,94,B,200,Corse
1996-08,94,C,400,Corse
1996-08,94,D,200,Corse
1996-08,94,E,700,Corse
1996-08,NA,A,165300,NA
1996-08,NA,B,8800,NA
1996-08,NA,C,16900,NA
1996-08,NA,D,2900,NA
1996-08,NA,E,5500,NA
