date,code_region,categorie,defm,libelle_region
2006-05,32,E,23400,Nord-Pas-de-Calais-Picardie
2006-05,44,A,207100,Alsace-Champagne-Ardenne-Lorraine
2006-05,44,B,38300,Alsace-Champagne-Ardenne-Lorraine
2006-05,44,C,48400,Alsace-Champagne-Ardenne-Lorraine
2006-05,44,D,19100,Alsace-Champagne-Ardenne-Lorraine
2006-05,44,E,13700,Alsace-Champagne-Ardenne-Lorraine
2006-05,52,A,102700,Pays de la Loire
2006-05,52,B,35100,Pays de la Loire
2006-05,52,C,47700,Pays de la Loire
2006-05,52,D,14300,Pays de la Loire
2006-05,52,E,7400,Pays de la Loire
2006-05,53,A,88400,Bretagne
2006-05,53,B,26600,Bretagne
2006-05,53,C,40400,Bretagne
2006-05,53,D,12600,Bretagne
2006-05,53,E,7100,Bretagne
2006-05,75,A,184100,Aquitaine-Limousin-Poitou-Charentes
2006-05,75,B,50900,Aquitaine-Limousin-Poitou-Charentes
2006-05,75,C,72300,Aquitaine-Limousin-Poitou-Charentes
2006-05,75,D,20200,Aquitaine-Limousin-Poitou-Charentes
2006-05,75,E,16200,Aquitaine-Limousin-Poitou-Charentes
2006-05,76,A,217600,Languedoc-Roussillon-Midi-Pyrénées
2006-05,76,B,50600,Languedoc-Roussillon-Midi-Pyrénées
2006-05,76,C,60200,Languedoc-Roussillon-Midi-Pyrénées
2006-05,76,D,22400,Languedoc-Roussillon-Midi-Pyrénées
2006-05,76,E,19300,Languedoc-Roussillon-Midi-Pyrénées
2006-05,84,A,225100,Auvergne-Rhône-Alpes
2006-05,84,B,52500,Auvergne-Rhône-Alpes
2006-05,84,C,64600,Auvergne-Rhône-Alpes
2006-05,84,D,17700,Auvergne-Rhône-Alpes
2006-05,84,E,15200,Auvergne-Rhône-Alpes
2006-05,93,A,110500,Provence-Alpes-Côte d'Azur
2006-05,93,B,22500,Provence-Alpes-Côte d'Azur
2006-05,93,C,26200,Provence-Alpes-Côte d'Azur
2006-05,93,D,8300,Provence-Alpes-Côte d'Azur
2006-05,93,E,6700,Provence-Alpes-Côte d'Azur
2006-05,94,A,9400,Corse
2006-05,94,B,900,Corse
2006-05,94,C,1e3,Corse
2006-05,94,D,1100,Corse
2006-05,94,E,400,Corse
2006-05,NA,A,114200,NA
2006-05,NA,B,19300,NA
2006-05,NA,C,27200,NA
2006-05,NA,D,7800,NA
2006-05,NA,E,6100,NA
2006-06,11,A,459900,Île-de-France
2006-06,11,B,76900,Île-de-France
2006-06,11,C,121100,Île-de-France
2006-06,11,D,23800,Île-de-France
2006-06,11,E,19e3,Île-de-France
2006-06,24,A,78300,Centre-Val de Loire
2006-06,24,B,19800,Centre-Val de Loire
2006-06,24,C,31e3,Centre-Val de Loire
2006-06,24,D,6600,Centre-Val de Loire
2006-06,24,E,6500,Centre-Val de Loire
2006-06,27,A,89e3,Bourgogne-Franche-Comté
2006-06,27,B,20700,Bourgogne-Franche-Comté
2006-06,27,C,34500,Bourgogne-Franche-Comté
2006-06,27,D,8400,Bourgogne-Franche-Comté
2006-06,27,E,7100,Bourgogne-Franche-Comté
2006-06,28,A,115100,Normandie
2006-06,28,B,28700,Normandie
2006-06,28,C,41200,Normandie
2006-06,28,D,11400,Normandie
2006-06,28,E,9600,Normandie
2006-06,32,A,259e3,Nord-Pas-de-Calais-Picardie
2006-06,32,B,49100,Nord-Pas-de-Calais-Picardie
2006-06,32,C,75900,Nord-Pas-de-Calais-Picardie
2006-06,32,D,20900,Nord-Pas-de-Calais-Picardie
2006-06,32,E,23500,Nord-Pas-de-Calais-Picardie
2006-06,44,A,199900,Alsace-Champagne-Ardenne-Lorraine
2006-06,44,B,37300,Alsace-Champagne-Ardenne-Lorraine
2006-06,44,C,50100,Alsace-Champagne-Ardenne-Lorraine
2006-06,44,D,16800,Alsace-Champagne-Ardenne-Lorraine
2006-06,44,E,14e3,Alsace-Champagne-Ardenne-Lorraine
2006-06,52,A,101800,Pays de la Loire
2006-06,52,B,33700,Pays de la Loire
2006-06,52,C,47800,Pays de la Loire
2006-06,52,D,11800,Pays de la Loire
2006-06,52,E,7900,Pays de la Loire
2006-06,53,A,87900,Bretagne
2006-06,53,B,25600,Bretagne
2006-06,53,C,39300,Bretagne
2006-06,53,D,10200,Bretagne
2006-06,53,E,7700,Bretagne
2006-06,75,A,178300,Aquitaine-Limousin-Poitou-Charentes
2006-06,75,B,49500,Aquitaine-Limousin-Poitou-Charentes
2006-06,75,C,73800,Aquitaine-Limousin-Poitou-Charentes
2006-06,75,D,17200,Aquitaine-Limousin-Poitou-Charentes
2006-06,75,E,16800,Aquitaine-Limousin-Poitou-Charentes
2006-06,76,A,212e3,Languedoc-Roussillon-Midi-Pyrénées
2006-06,76,B,48300,Languedoc-Roussillon-Midi-Pyrénées
2006-06,76,C,62400,Languedoc-Roussillon-Midi-Pyrénées
2006-06,76,D,18200,Languedoc-Roussillon-Midi-Pyrénées
2006-06,76,E,19700,Languedoc-Roussillon-Midi-Pyrénées
2006-06,84,A,217500,Auvergne-Rhône-Alpes
2006-06,84,B,49800,Auvergne-Rhône-Alpes
2006-06,84,C,65300,Auvergne-Rhône-Alpes
2006-06,84,D,16500,Auvergne-Rhône-Alpes
2006-06,84,E,15900,Auvergne-Rhône-Alpes
2006-06,93,A,106500,Provence-Alpes-Côte d'Azur
2006-06,93,B,21900,Provence-Alpes-Côte d'Azur
2006-06,93,C,25800,Provence-Alpes-Côte d'Azur
2006-06,93,D,6800,Provence-Alpes-Côte d'Azur
2006-06,93,E,7100,Provence-Alpes-Côte d'Azur
2006-06,94,A,8700,Corse
2006-06,94,B,800,Corse
2006-06,94,C,1e3,Corse
2006-06,94,D,800,Corse
2006-06,94,E,400,Corse
2006-06,NA,A,111100,NA
2006-06,NA,B,18800,NA
2006-06,NA,C,27800,NA
2006-06,NA,D,6800,NA
2006-06,NA,E,6300,NA
2006-07,11,A,473600,Île-de-France
2006-07,11,B,71700,Île-de-France
2006-07,11,C,107200,Île-de-France
2006-07,11,D,17800,Île-de-France
2006-07,11,E,18500,Île-de-France
2006-07,24,A,81100,Centre-Val de Loire
2006-07,24,B,19e3,Centre-Val de Loire
2006-07,24,C,29500,Centre-Val de Loire
2006-07,24,D,4600,Centre-Val de Loire
2006-07,24,E,6600,Centre-Val de Loire
2006-07,27,A,93400,Bourgogne-Franche-Comté
2006-07,27,B,20200,Bourgogne-Franche-Comté
2006-07,27,C,32800,Bourgogne-Franche-Comté
2006-07,27,D,5200,Bourgogne-Franche-Comté
2006-07,27,E,7100,Bourgogne-Franche-Comté
2006-07,28,A,119500,Normandie
2006-07,28,B,28200,Normandie
2006-07,28,C,40300,Normandie
2006-07,28,D,6800,Normandie
2006-07,28,E,9600,Normandie
2006-07,32,A,262100,Nord-Pas-de-Calais-Picardie
2006-07,32,B,47100,Nord-Pas-de-Calais-Picardie
2006-07,32,C,76300,Nord-Pas-de-Calais-Picardie
2006-07,32,D,12700,Nord-Pas-de-Calais-Picardie
2006-07,32,E,23700,Nord-Pas-de-Calais-Picardie
2006-07,44,A,206100,Alsace-Champagne-Ardenne-Lorraine
2006-07,44,B,36300,Alsace-Champagne-Ardenne-Lorraine
2006-07,44,C,47600,Alsace-Champagne-Ardenne-Lorraine
2006-07,44,D,11e3,Alsace-Champagne-Ardenne-Lorraine
2006-07,44,E,13900,Alsace-Champagne-Ardenne-Lorraine
2006-07,52,A,109e3,Pays de la Loire
2006-07,52,B,32100,Pays de la Loire
2006-07,52,C,45400,Pays de la Loire
2006-07,52,D,6900,Pays de la Loire
2006-07,52,E,7800,Pays de la Loire
2006-07,53,A,92e3,Bretagne
2006-07,53,B,24300,Bretagne
2006-07,53,C,38800,Bretagne
2006-07,53,D,5800,Bretagne
2006-07,53,E,7900,Bretagne
2006-07,75,A,183300,Aquitaine-Limousin-Poitou-Charentes
2006-07,75,B,47400,Aquitaine-Limousin-Poitou-Charentes
2006-07,75,C,71600,Aquitaine-Limousin-Poitou-Charentes
2006-07,75,D,11300,Aquitaine-Limousin-Poitou-Charentes
2006-07,75,E,16500,Aquitaine-Limousin-Poitou-Charentes
2006-07,76,A,216e3,Languedoc-Roussillon-Midi-Pyrénées
2006-07,76,B,45e3,Languedoc-Roussillon-Midi-Pyrénées
2006-07,76,C,61e3,Languedoc-Roussillon-Midi-Pyrénées
2006-07,76,D,10700,Languedoc-Roussillon-Midi-Pyrénées
2006-07,76,E,19500,Languedoc-Roussillon-Midi-Pyrénées
2006-07,84,A,224300,Auvergne-Rhône-Alpes
2006-07,84,B,47e3,Auvergne-Rhône-Alpes
2006-07,84,C,62e3,Auvergne-Rhône-Alpes
2006-07,84,D,10400,Auvergne-Rhône-Alpes
2006-07,84,E,16400,Auvergne-Rhône-Alpes
2006-07,93,A,107200,Provence-Alpes-Côte d'Azur
2006-07,93,B,19900,Provence-Alpes-Côte d'Azur
2006-07,93,C,25600,Provence-Alpes-Côte d'Azur
2006-07,93,D,4300,Provence-Alpes-Côte d'Azur
2006-07,93,E,7400,Provence-Alpes-Côte d'Azur
2006-07,94,A,8600,Corse
2006-07,94,B,700,Corse
2006-07,94,C,1e3,Corse
2006-07,94,D,500,Corse
2006-07,94,E,600,Corse
2006-07,NA,A,112700,NA
2006-07,NA,B,17300,NA
2006-07,NA,C,27300,NA
2006-07,NA,D,4200,NA
2006-07,NA,E,6300,NA
2006-08,11,A,499400,Île-de-France
2006-08,11,B,64600,Île-de-France
2006-08,11,C,94700,Île-de-France
2006-08,11,D,17100,Île-de-France
2006-08,11,E,18600,Île-de-France
2006-08,24,A,86600,Centre-Val de Loire
2006-08,24,B,20900,Centre-Val de Loire
2006-08,24,C,24900,Centre-Val de Loire
2006-08,24,D,4400,Centre-Val de Loire
2006-08,24,E,6600,Centre-Val de Loire
2006-08,27,A,99700,Bourgogne-Franche-Comté
2006-08,27,B,22300,Bourgogne-Franche-Comté
2006-08,27,C,27100,Bourgogne-Franche-Comté
2006-08,27,D,5300,Bourgogne-Franche-Comté
2006-08,27,E,7200,Bourgogne-Franche-Comté
2006-08,28,A,127100,Normandie
2006-08,28,B,29500,Normandie
2006-08,28,C,35900,Normandie
2006-08,28,D,6700,Normandie
2006-08,28,E,9600,Normandie
2006-08,32,A,275400,Nord-Pas-de-Calais-Picardie
2006-08,32,B,48e3,Nord-Pas-de-Calais-Picardie
2006-08,32,C,68500,Nord-Pas-de-Calais-Picardie
2006-08,32,D,11900,Nord-Pas-de-Calais-Picardie
2006-08,32,E,24400,Nord-Pas-de-Calais-Picardie
2006-08,44,A,214e3,Alsace-Champagne-Ardenne-Lorraine
2006-08,44,B,36900,Alsace-Champagne-Ardenne-Lorraine
2006-08,44,C,42700,Alsace-Champagne-Ardenne-Lorraine
2006-08,44,D,11e3,Alsace-Champagne-Ardenne-Lorraine
2006-08,44,E,14100,Alsace-Champagne-Ardenne-Lorraine
2006-08,52,A,118200,Pays de la Loire
2006-08,52,B,34900,Pays de la Loire
2006-08,52,C,38500,Pays de la Loire
2006-08,52,D,7500,Pays de la Loire
2006-08,52,E,8e3,Pays de la Loire
2006-08,53,A,99300,Bretagne
2006-08,53,B,25800,Bretagne
2006-08,53,C,33300,Bretagne
2006-08,53,D,6300,Bretagne
2006-08,53,E,7800,Bretagne
2006-08,75,A,195900,Aquitaine-Limousin-Poitou-Charentes
2006-08,75,B,48700,Aquitaine-Limousin-Poitou-Charentes
2006-08,75,C,64900,Aquitaine-Limousin-Poitou-Charentes
2006-08,75,D,11600,Aquitaine-Limousin-Poitou-Charentes
2006-08,75,E,16900,Aquitaine-Limousin-Poitou-Charentes
2006-08,76,A,228700,Languedoc-Roussillon-Midi-Pyrénées
2006-08,76,B,44700,Languedoc-Roussillon-Midi-Pyrénées
2006-08,76,C,55e3,Languedoc-Roussillon-Midi-Pyrénées
2006-08,76,D,10700,Languedoc-Roussillon-Midi-Pyrénées
2006-08,76,E,19400,Languedoc-Roussillon-Midi-Pyrénées
2006-08,84,A,241700,Auvergne-Rhône-Alpes
2006-08,84,B,49200,Auvergne-Rhône-Alpes
2006-08,84,C,52100,Auvergne-Rhône-Alpes
2006-08,84,D,10500,Auvergne-Rhône-Alpes
2006-08,84,E,16600,Auvergne-Rhône-Alpes
2006-08,93,A,112100,Provence-Alpes-Côte d'Azur
2006-08,93,B,19200,Provence-Alpes-Côte d'Azur
2006-08,93,C,23600,Provence-Alpes-Côte d'Azur
2006-08,93,D,4700,Provence-Alpes-Côte d'Azur
2006-08,93,E,7500,Provence-Alpes-Côte d'Azur
2006-08,94,A,8900,Corse
2006-08,94,B,700,Corse
2006-08,94,C,1e3,Corse
2006-08,94,D,400,Corse
2006-08,94,E,600,Corse
2006-08,NA,A,117600,NA
2006-08,NA,B,16700,NA
2006-08,NA,C,24600,NA
2006-08,NA,D,4200,NA
2006-08,NA,E,6400,NA
2006-09,11,A,471e3,Île-de-France
2006-09,11,B,76700,Île-de-France
2006-09,11,C,113e3,Île-de-France
2006-09,11,D,18900,Île-de-France
2006-09,11,E,20100,Île-de-France
2006-09,24,A,81700,Centre-Val de Loire
2006-09,24,B,21500,Centre-Val de Loire
2006-09,24,C,29700,Centre-Val de Loire
2006-09,24,D,6e3,Centre-Val de Loire
2006-09,24,E,7100,Centre-Val de Loire
2006-09,27,A,92300,Bourgogne-Franche-Comté
2006-09,27,B,23400,Bourgogne-Franche-Comté
2006-09,27,C,33100,Bourgogne-Franche-Comté
2006-09,27,D,6800,Bourgogne-Franche-Comté
2006-09,27,E,7800,Bourgogne-Franche-Comté
2006-09,28,A,126100,Normandie
2006-09,28,B,30900,Normandie
2006-09,28,C,38400,Normandie
2006-09,28,D,9400,Normandie
2006-09,28,E,10300,Normandie
2006-09,32,A,266700,Nord-Pas-de-Calais-Picardie
2006-09,32,B,52200,Nord-Pas-de-Calais-Picardie
2006-09,32,C,73500,Nord-Pas-de-Calais-Picardie
2006-09,32,D,16300,Nord-Pas-de-Calais-Picardie
2006-09,32,E,25600,Nord-Pas-de-Calais-Picardie
2006-09,44,A,199800,Alsace-Champagne-Ardenne-Lorraine
2006-09,44,B,41400,Alsace-Champagne-Ardenne-Lorraine
2006-09,44,C,49800,Alsace-Champagne-Ardenne-Lorraine
2006-09,44,D,14100,Alsace-Champagne-Ardenne-Lorraine
2006-09,44,E,15400,Alsace-Champagne-Ardenne-Lorraine
2006-09,52,A,112400,Pays de la Loire
2006-09,52,B,36700,Pays de la Loire
2006-09,52,C,46e3,Pays de la Loire
2006-09,52,D,1e4,Pays de la Loire
2006-09,52,E,8700,Pays de la Loire
2006-09,53,A,97800,Bretagne
2006-09,53,B,28100,Bretagne
2006-09,53,C,35400,Bretagne
2006-09,53,D,8600,Bretagne
2006-09,53,E,7800,Bretagne
2006-09,75,A,189e3,Aquitaine-Limousin-Poitou-Charentes
2006-09,75,B,53700,Aquitaine-Limousin-Poitou-Charentes
2006-09,75,C,69600,Aquitaine-Limousin-Poitou-Charentes
2006-09,75,D,15700,Aquitaine-Limousin-Poitou-Charentes
2006-09,75,E,17800,Aquitaine-Limousin-Poitou-Charentes
2006-09,76,A,228800,Languedoc-Roussillon-Midi-Pyrénées
2006-09,76,B,50800,Languedoc-Roussillon-Midi-Pyrénées
2006-09,76,C,56800,Languedoc-Roussillon-Midi-Pyrénées
2006-09,76,D,15300,Languedoc-Roussillon-Midi-Pyrénées
2006-09,76,E,21e3,Languedoc-Roussillon-Midi-Pyrénées
2006-09,84,A,231700,Auvergne-Rhône-Alpes
2006-09,84,B,53800,Auvergne-Rhône-Alpes
2006-09,84,C,61700,Auvergne-Rhône-Alpes
2006-09,84,D,14e3,Auvergne-Rhône-Alpes
2006-09,84,E,17700,Auvergne-Rhône-Alpes
2006-09,93,A,113800,Provence-Alpes-Côte d'Azur
2006-09,93,B,22400,Provence-Alpes-Côte d'Azur
2006-09,93,C,24300,Provence-Alpes-Côte d'Azur
2006-09,93,D,5800,Provence-Alpes-Côte d'Azur
2006-09,93,E,8300,Provence-Alpes-Côte d'Azur
2006-09,94,A,9500,Corse
2006-09,94,B,900,Corse
2006-09,94,C,1e3,Corse
2006-09,94,D,700,Corse
2006-09,94,E,700,Corse
2006-09,NA,A,115200,NA
2006-09,NA,B,19800,NA
2006-09,NA,C,25500,NA
2006-09,NA,D,5200,NA
2006-09,NA,E,6900,NA
2006-10,11,A,467400,Île-de-France
2006-10,11,B,83100,Île-de-France
2006-10,11,C,111800,Île-de-France
2006-10,11,D,22100,Île-de-France
2006-10,11,E,21300,Île-de-France
2006-10,24,A,82800,Centre-Val de Loire
2006-10,24,B,21e3,Centre-Val de Loire
2006-10,24,C,29e3,Centre-Val de Loire
2006-10,24,D,7400,Centre-Val de Loire
2006-10,24,E,7500,Centre-Val de Loire
2006-10,27,A,94100,Bourgogne-Franche-Comté
2006-10,27,B,21200,Bourgogne-Franche-Comté
2006-10,27,C,31300,Bourgogne-Franche-Comté
2006-10,27,D,9100,Bourgogne-Franche-Comté
2006-10,27,E,8300,Bourgogne-Franche-Comté
2006-10,28,A,125100,Normandie
2006-10,28,B,30200,Normandie
2006-10,28,C,37700,Normandie
2006-10,28,D,12100,Normandie
2006-10,28,E,11e3,Normandie
2006-10,32,A,268400,Nord-Pas-de-Calais-Picardie
2006-10,32,B,50200,Nord-Pas-de-Calais-Picardie
2006-10,32,C,71200,Nord-Pas-de-Calais-Picardie
2006-10,32,D,20300,Nord-Pas-de-Calais-Picardie
2006-10,32,E,26600,Nord-Pas-de-Calais-Picardie
2006-10,44,A,203400,Alsace-Champagne-Ardenne-Lorraine
2006-10,44,B,38200,Alsace-Champagne-Ardenne-Lorraine
2006-10,44,C,46500,Alsace-Champagne-Ardenne-Lorraine
2006-10,44,D,17100,Alsace-Champagne-Ardenne-Lorraine
2006-10,44,E,16e3,Alsace-Champagne-Ardenne-Lorraine
2006-10,52,A,114300,Pays de la Loire
2006-10,52,B,35500,Pays de la Loire
2006-10,52,C,43900,Pays de la Loire
2006-10,52,D,12200,Pays de la Loire
2006-10,52,E,9400,Pays de la Loire
2006-10,53,A,98900,Bretagne
2006-10,53,B,27600,Bretagne
2006-10,53,C,35300,Bretagne
2006-10,53,D,10800,Bretagne
2006-10,53,E,8200,Bretagne
2006-10,75,A,193600,Aquitaine-Limousin-Poitou-Charentes
2006-10,75,B,53400,Aquitaine-Limousin-Poitou-Charentes
2006-10,75,C,66800,Aquitaine-Limousin-Poitou-Charentes
2006-10,75,D,19e3,Aquitaine-Limousin-Poitou-Charentes
2006-10,75,E,18800,Aquitaine-Limousin-Poitou-Charentes
2006-10,76,A,236e3,Languedoc-Roussillon-Midi-Pyrénées
2006-10,76,B,5e4,Languedoc-Roussillon-Midi-Pyrénées
2006-10,76,C,52800,Languedoc-Roussillon-Midi-Pyrénées
2006-10,76,D,19200,Languedoc-Roussillon-Midi-Pyrénées
2006-10,76,E,22100,Languedoc-Roussillon-Midi-Pyrénées
2006-10,84,A,235100,Auvergne-Rhône-Alpes
2006-10,84,B,53e3,Auvergne-Rhône-Alpes
2006-10,84,C,60800,Auvergne-Rhône-Alpes
2006-10,84,D,16700,Auvergne-Rhône-Alpes
2006-10,84,E,18400,Auvergne-Rhône-Alpes
2006-10,93,A,121100,Provence-Alpes-Côte d'Azur
2006-10,93,B,23e3,Provence-Alpes-Côte d'Azur
2006-10,93,C,22500,Provence-Alpes-Côte d'Azur
2006-10,93,D,7200,Provence-Alpes-Côte d'Azur
2006-10,93,E,8600,Provence-Alpes-Côte d'Azur
2006-10,94,A,11500,Corse
2006-10,94,B,900,Corse
2006-10,94,C,800,Corse
2006-10,94,D,900,Corse
2006-10,94,E,700,Corse
2006-10,NA,A,116200,NA
2006-10,NA,B,19800,NA
2006-10,NA,C,25200,NA
2006-10,NA,D,6200,NA
2006-10,NA,E,7100,NA
2006-11,11,A,459900,Île-de-France
2006-11,11,B,84900,Île-de-France
2006-11,11,C,111100,Île-de-France
2006-11,11,D,24600,Île-de-France
2006-11,11,E,22600,Île-de-France
2006-11,24,A,81900,Centre-Val de Loire
2006-11,24,B,21100,Centre-Val de Loire
2006-11,24,C,28300,Centre-Val de Loire
2006-11,24,D,7500,Centre-Val de Loire
2006-11,24,E,8100,Centre-Val de Loire
2006-11,27,A,92900,Bourgogne-Franche-Comté
2006-11,27,B,21300,Bourgogne-Franche-Comté
2006-11,27,C,30300,Bourgogne-Franche-Comté
2006-11,27,D,10700,Bourgogne-Franche-Comté
2006-11,27,E,8700,Bourgogne-Franche-Comté
2006-11,28,A,122900,Normandie
2006-11,28,B,30100,Normandie
2006-11,28,C,37200,Normandie
2006-11,28,D,13800,Normandie
2006-11,28,E,11200,Normandie
2006-11,32,A,264600,Nord-Pas-de-Calais-Picardie
2006-11,32,B,5e4,Nord-Pas-de-Calais-Picardie
2006-11,32,C,70600,Nord-Pas-de-Calais-Picardie
2006-11,32,D,23500,Nord-Pas-de-Calais-Picardie
2006-11,32,E,28e3,Nord-Pas-de-Calais-Picardie
2006-11,44,A,201500,Alsace-Champagne-Ardenne-Lorraine
2006-11,44,B,38100,Alsace-Champagne-Ardenne-Lorraine
2006-11,44,C,44500,Alsace-Champagne-Ardenne-Lorraine
2006-11,44,D,19400,Alsace-Champagne-Ardenne-Lorraine
2006-11,44,E,16200,Alsace-Champagne-Ardenne-Lorraine
2006-11,52,A,113100,Pays de la Loire
2006-11,52,B,34900,Pays de la Loire
2006-11,52,C,42300,Pays de la Loire
2006-11,52,D,13800,Pays de la Loire
2006-11,52,E,9600,Pays de la Loire
2006-11,53,A,97800,Bretagne
2006-11,53,B,28e3,Bretagne
2006-11,53,C,34e3,Bretagne
2006-11,53,D,12400,Bretagne
2006-11,53,E,8700,Bretagne
2006-11,75,A,196100,Aquitaine-Limousin-Poitou-Charentes
2006-11,75,B,51900,Aquitaine-Limousin-Poitou-Charentes
2006-11,75,C,64700,Aquitaine-Limousin-Poitou-Charentes
2006-11,75,D,21e3,Aquitaine-Limousin-Poitou-Charentes
2006-11,75,E,19100,Aquitaine-Limousin-Poitou-Charentes
2006-11,76,A,236300,Languedoc-Roussillon-Midi-Pyrénées
2006-11,76,B,49800,Languedoc-Roussillon-Midi-Pyrénées
2006-11,76,C,52e3,Languedoc-Roussillon-Midi-Pyrénées
2006-11,76,D,21200,Languedoc-Roussillon-Midi-Pyrénées
2006-11,76,E,23200,Languedoc-Roussillon-Midi-Pyrénées
2006-11,84,A,232400,Auvergne-Rhône-Alpes
2006-11,84,B,53e3,Auvergne-Rhône-Alpes
2006-11,84,C,59900,Auvergne-Rhône-Alpes
2006-11,84,D,18700,Auvergne-Rhône-Alpes
2006-11,84,E,18900,Auvergne-Rhône-Alpes
2006-11,93,A,125800,Provence-Alpes-Côte d'Azur
2006-11,93,B,22800,Provence-Alpes-Côte d'Azur
2006-11,93,C,22e3,Provence-Alpes-Côte d'Azur
2006-11,93,D,8200,Provence-Alpes-Côte d'Azur
2006-11,93,E,8800,Provence-Alpes-Côte d'Azur
2006-11,94,A,12200,Corse
2006-11,94,B,900,Corse
2006-11,94,C,800,Corse
2006-11,94,D,1200,Corse
2006-11,94,E,700,Corse
2006-11,NA,A,118200,NA
2006-11,NA,B,20100,NA
2006-11,NA,C,24600,NA
2006-11,NA,D,7100,NA
2006-11,NA,E,7400,NA
2006-12,11,A,448800,Île-de-France
2006-12,11,B,83700,Île-de-France
2006-12,11,C,109900,Île-de-France
2006-12,11,D,22700,Île-de-France
2006-12,11,E,22600,Île-de-France
2006-12,24,A,81e3,Centre-Val de Loire
2006-12,24,B,21400,Centre-Val de Loire
2006-12,24,C,27500,Centre-Val de Loire
2006-12,24,D,6e3,Centre-Val de Loire
2006-12,24,E,8e3,Centre-Val de Loire
2006-12,27,A,92e3,Bourgogne-Franche-Comté
2006-12,27,B,22e3,Bourgogne-Franche-Comté
2006-12,27,C,29800,Bourgogne-Franche-Comté
2006-12,27,D,9800,Bourgogne-Franche-Comté
2006-12,27,E,8400,Bourgogne-Franche-Comté
2006-12,28,A,120900,Normandie
2006-12,28,B,30600,Normandie
2006-12,28,C,36600,Normandie
2006-12,28,D,12600,Normandie
2006-12,28,E,10600,Normandie
2006-12,32,A,26e4,Nord-Pas-de-Calais-Picardie
2006-12,32,B,50900,Nord-Pas-de-Calais-Picardie
2006-12,32,C,70200,Nord-Pas-de-Calais-Picardie
2006-12,32,D,22200,Nord-Pas-de-Calais-Picardie
2006-12,32,E,27100,Nord-Pas-de-Calais-Picardie
2006-12,44,A,200400,Alsace-Champagne-Ardenne-Lorraine
2006-12,44,B,38300,Alsace-Champagne-Ardenne-Lorraine
2006-12,44,C,44500,Alsace-Champagne-Ardenne-Lorraine
2006-12,44,D,17900,Alsace-Champagne-Ardenne-Lorraine
2006-12,44,E,15900,Alsace-Champagne-Ardenne-Lorraine
2006-12,52,A,109800,Pays de la Loire
2006-12,52,B,34700,Pays de la Loire
2006-12,52,C,42700,Pays de la Loire
2006-12,52,D,12700,Pays de la Loire
2006-12,52,E,9500,Pays de la Loire
2006-12,53,A,95800,Bretagne
2006-12,53,B,27900,Bretagne
2006-12,53,C,34e3,Bretagne
2006-12,53,D,11600,Bretagne
2006-12,53,E,8400,Bretagne
2006-12,75,A,193300,Aquitaine-Limousin-Poitou-Charentes
2006-12,75,B,52400,Aquitaine-Limousin-Poitou-Charentes
2006-12,75,C,64500,Aquitaine-Limousin-Poitou-Charentes
2006-12,75,D,17500,Aquitaine-Limousin-Poitou-Charentes
2006-12,75,E,18600,Aquitaine-Limousin-Poitou-Charentes
2006-12,76,A,230900,Languedoc-Roussillon-Midi-Pyrénées
2006-12,76,B,50100,Languedoc-Roussillon-Midi-Pyrénées
2006-12,76,C,52300,Languedoc-Roussillon-Midi-Pyrénées
2006-12,76,D,17500,Languedoc-Roussillon-Midi-Pyrénées
2006-12,76,E,22800,Languedoc-Roussillon-Midi-Pyrénées
2006-12,84,A,222200,Auvergne-Rhône-Alpes
2006-12,84,B,53700,Auvergne-Rhône-Alpes
2006-12,84,C,59800,Auvergne-Rhône-Alpes
2006-12,84,D,16600,Auvergne-Rhône-Alpes
2006-12,84,E,18700,Auvergne-Rhône-Alpes
2006-12,93,A,121300,Provence-Alpes-Côte d'Azur
2006-12,93,B,22900,Provence-Alpes-Côte d'Azur
2006-12,93,C,22300,Provence-Alpes-Côte d'Azur
2006-12,93,D,7300,Provence-Alpes-Côte d'Azur
2006-12,93,E,8500,Provence-Alpes-Côte d'Azur
2006-12,94,A,12e3,Corse
2006-12,94,B,900,Corse
2006-12,94,C,800,Corse
2006-12,94,D,1200,Corse
2006-12,94,E,800,Corse
2006-12,NA,A,116400,NA
2006-12,NA,B,2e4,NA
2006-12,NA,C,24400,NA
2006-12,NA,D,6800,NA
2006-12,NA,E,7200,NA
2007-01,11,A,456800,Île-de-France
2007-01,11,B,81200,Île-de-France
2007-01,11,C,105500,Île-de-France
2007-01,11,D,24600,Île-de-France
2007-01,11,E,24400,Île-de-France
2007-01,24,A,83200,Centre-Val de Loire
2007-01,24,B,20800,Centre-Val de Loire
2007-01,24,C,25500,Centre-Val de Loire
2007-01,24,D,7e3,Centre-Val de Loire
2007-01,24,E,8500,Centre-Val de Loire
2007-01,27,A,94800,Bourgogne-Franche-Comté
2007-01,27,B,21600,Bourgogne-Franche-Comté
2007-01,27,C,27200,Bourgogne-Franche-Comté
2007-01,27,D,10800,Bourgogne-Franche-Comté
2007-01,27,E,8700,Bourgogne-Franche-Comté
2007-01,28,A,125200,Normandie
2007-01,28,B,29300,Normandie
2007-01,28,C,34100,Normandie
2007-01,28,D,14400,Normandie
2007-01,28,E,11100,Normandie
2007-01,32,A,268100,Nord-Pas-de-Calais-Picardie
2007-01,32,B,49700,Nord-Pas-de-Calais-Picardie
2007-01,32,C,65e3,Nord-Pas-de-Calais-Picardie
